hex_index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
88ad361a25fffff,12.0,5.0,12.0,15.0,9.0,8.0,5.0,8.0,14.0,20.0,12.0,18.0,13.0,13.0,6.0,6.0,3.0,7.0,4.0,7.0,3.0,6.0,26.0,9.0,1.0,6.0,10.0,7.0,10.0,18.0,18.0,18.0,10.0,12.0,14.0,8.0,19.0,10.0,11.0,10.0,12.0,10.0,9.0,11.0,15.0,14.0,11.0,9.0,11.0,12.0,7.0,17.0,4.0
88ad361a27fffff,4.0,10.0,9.0,13.0,10.0,11.0,19.0,9.0,17.0,19.0,10.0,9.0,4.0,0.0,1.0,3.0,1.0,21.0,10.0,3.0,9.0,9.0,19.0,6.0,13.0,16.0,12.0,13.0,4.0,10.0,10.0,15.0,4.0,5.0,8.0,16.0,10.0,11.0,5.0,8.0,9.0,9.0,8.0,13.0,8.0,3.0,6.0,10.0,9.0,11.0,14.0,10.0,8.0
88ad361a29fffff,0.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,5.0,1.0,0.0,2.0,0.0,6.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,6.0,1.0,2.0,5.0,2.0,2.0,5.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0
88ad361a2bfffff,4.0,6.0,13.0,5.0,8.0,10.0,10.0,10.0,10.0,5.0,9.0,5.0,6.0,2.0,4.0,4.0,5.0,6.0,4.0,3.0,2.0,2.0,15.0,3.0,9.0,4.0,9.0,8.0,1.0,6.0,3.0,8.0,6.0,10.0,8.0,10.0,20.0,3.0,1.0,8.0,2.0,11.0,8.0,8.0,3.0,5.0,11.0,11.0,10.0,204.0,54.0,8.0,4.0
88ad361a2dfffff,2.0,5.0,4.0,4.0,0.0,1.0,1.0,1.0,2.0,6.0,4.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,10.0,8.0,4.0,4.0,0.0,1.0,5.0,9.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0
88ad361a31fffff,2.0,3.0,7.0,2.0,8.0,3.0,3.0,1.0,0.0,4.0,3.0,6.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,4.0,6.0,7.0,4.0,6.0,2.0,4.0,8.0,4.0,4.0,4.0,2.0,1.0,5.0,1.0,7.0,5.0,7.0,3.0,8.0,5.0,5.0,3.0,0.0,24.0,3.0,1.0,2.0,2.0
88ad361a33fffff,1.0,20.0,21.0,13.0,14.0,8.0,12.0,9.0,7.0,8.0,18.0,12.0,10.0,0.0,8.0,7.0,5.0,4.0,7.0,7.0,8.0,7.0,13.0,11.0,8.0,8.0,13.0,15.0,10.0,13.0,12.0,6.0,15.0,14.0,7.0,11.0,8.0,11.0,12.0,10.0,15.0,19.0,22.0,19.0,21.0,8.0,9.0,8.0,11.0,15.0,5.0,2.0,4.0
88ad361a35fffff,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,3.0,4.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,5.0,3.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
88ad361a37fffff,2.0,8.0,21.0,8.0,5.0,8.0,7.0,6.0,9.0,7.0,8.0,8.0,3.0,8.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0,7.0,13.0,8.0,6.0,3.0,11.0,9.0,8.0,17.0,28.0,8.0,11.0,8.0,5.0,5.0,18.0,8.0,12.0,16.0,8.0,11.0,16.0,14.0,13.0,16.0,11.0,27.0,10.0,16.0,6.0,6.0,3.0
88ad361a39fffff,0.0,3.0,1.0,0.0,4.0,2.0,2.0,5.0,6.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,0.0,4.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,3.0,5.0,0.0,2.0,1.0,0.0
88ad361a3bfffff,6.0,1.0,4.0,8.0,10.0,11.0,4.0,8.0,12.0,8.0,17.0,8.0,6.0,6.0,2.0,0.0,2.0,0.0,10.0,4.0,5.0,13.0,5.0,6.0,3.0,5.0,12.0,17.0,4.0,10.0,14.0,6.0,4.0,8.0,4.0,8.0,11.0,11.0,6.0,3.0,9.0,11.0,14.0,7.0,8.0,7.0,6.0,2.0,7.0,3.0,3.0,1.0,1.0
88ad361a3dfffff,2.0,2.0,6.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,2.0,2.0,0.0,1.0,4.0,6.0,5.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,4.0,2.0,1.0,1.0,2.0,6.0,3.0,6.0,70.0,18.0,0.0,0.0
88ad361a41fffff,4.0,9.0,12.0,8.0,5.0,2.0,8.0,5.0,15.0,10.0,16.0,8.0,3.0,2.0,1.0,6.0,0.0,4.0,5.0,6.0,2.0,2.0,8.0,4.0,4.0,8.0,13.0,9.0,8.0,5.0,3.0,6.0,6.0,3.0,4.0,11.0,5.0,10.0,6.0,6.0,15.0,9.0,10.0,8.0,14.0,22.0,13.0,10.0,8.0,14.0,7.0,8.0,0.0
88ad361a43fffff,0.0,7.0,8.0,9.0,7.0,7.0,5.0,6.0,6.0,8.0,8.0,11.0,6.0,4.0,1.0,4.0,1.0,2.0,3.0,14.0,1.0,6.0,6.0,10.0,6.0,22.0,5.0,11.0,8.0,3.0,6.0,6.0,6.0,8.0,17.0,7.0,10.0,7.0,10.0,3.0,26.0,4.0,6.0,13.0,8.0,27.0,11.0,10.0,1.0,2.0,4.0,6.0,3.0
88ad361a45fffff,4.0,8.0,5.0,9.0,2.0,2.0,3.0,3.0,5.0,4.0,8.0,8.0,3.0,2.0,1.0,5.0,0.0,3.0,0.0,2.0,4.0,4.0,3.0,7.0,5.0,4.0,3.0,6.0,4.0,4.0,2.0,4.0,1.0,5.0,7.0,6.0,3.0,9.0,5.0,4.0,10.0,3.0,4.0,5.0,11.0,7.0,14.0,3.0,3.0,6.0,0.0,20.0,1.0
88ad361a47fffff,1.0,7.0,1.0,9.0,5.0,4.0,3.0,9.0,4.0,12.0,8.0,5.0,5.0,4.0,6.0,3.0,3.0,3.0,7.0,3.0,11.0,4.0,6.0,6.0,16.0,10.0,8.0,13.0,8.0,6.0,3.0,7.0,6.0,5.0,11.0,8.0,9.0,5.0,5.0,5.0,20.0,11.0,7.0,8.0,5.0,14.0,9.0,7.0,16.0,6.0,11.0,5.0,2.0
88ad361a49fffff,8.0,15.0,10.0,9.0,13.0,14.0,9.0,5.0,15.0,10.0,15.0,13.0,6.0,2.0,4.0,5.0,3.0,6.0,7.0,6.0,6.0,4.0,6.0,14.0,8.0,11.0,4.0,11.0,9.0,6.0,6.0,12.0,20.0,13.0,4.0,2.0,9.0,8.0,8.0,13.0,9.0,17.0,11.0,15.0,9.0,21.0,17.0,13.0,13.0,13.0,10.0,14.0,4.0
88ad361a4bfffff,6.0,7.0,9.0,9.0,7.0,7.0,11.0,9.0,8.0,5.0,10.0,10.0,0.0,3.0,5.0,0.0,3.0,6.0,2.0,4.0,2.0,8.0,4.0,2.0,8.0,6.0,5.0,9.0,7.0,5.0,2.0,5.0,2.0,8.0,5.0,2.0,6.0,1.0,3.0,8.0,8.0,1.0,8.0,8.0,6.0,5.0,14.0,12.0,6.0,4.0,8.0,5.0,1.0
88ad361a4dfffff,8.0,13.0,3.0,15.0,4.0,7.0,10.0,6.0,13.0,10.0,21.0,11.0,4.0,5.0,3.0,7.0,3.0,5.0,2.0,4.0,16.0,4.0,5.0,14.0,14.0,17.0,6.0,13.0,18.0,12.0,7.0,13.0,8.0,9.0,6.0,6.0,14.0,4.0,10.0,13.0,17.0,15.0,23.0,12.0,21.0,23.0,16.0,13.0,13.0,17.0,10.0,12.0,7.0
88ad361a51fffff,5.0,27.0,5.0,11.0,7.0,12.0,19.0,14.0,21.0,22.0,18.0,10.0,8.0,7.0,7.0,7.0,10.0,8.0,6.0,11.0,9.0,12.0,10.0,7.0,15.0,7.0,9.0,19.0,5.0,7.0,8.0,16.0,11.0,11.0,11.0,13.0,17.0,16.0,12.0,9.0,20.0,29.0,10.0,15.0,19.0,16.0,9.0,8.0,11.0,8.0,12.0,5.0,6.0
88ad361a53fffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,0.0,3.0,1.0,3.0,2.0,6.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0
88ad361a55fffff,4.0,7.0,7.0,22.0,10.0,9.0,13.0,13.0,12.0,6.0,10.0,5.0,6.0,6.0,3.0,4.0,18.0,4.0,2.0,9.0,12.0,9.0,12.0,13.0,13.0,11.0,9.0,14.0,25.0,10.0,7.0,13.0,9.0,10.0,14.0,22.0,13.0,8.0,5.0,11.0,9.0,10.0,10.0,5.0,12.0,10.0,8.0,7.0,8.0,6.0,5.0,10.0,0.0
88ad361a57fffff,2.0,12.0,21.0,6.0,9.0,8.0,8.0,9.0,11.0,11.0,12.0,6.0,10.0,4.0,6.0,4.0,14.0,4.0,2.0,6.0,6.0,5.0,9.0,13.0,13.0,7.0,7.0,2.0,14.0,5.0,4.0,11.0,7.0,5.0,9.0,4.0,9.0,7.0,10.0,13.0,11.0,5.0,18.0,9.0,11.0,12.0,10.0,5.0,13.0,12.0,9.0,12.0,10.0
88ad361a59fffff,10.0,12.0,19.0,13.0,17.0,10.0,16.0,15.0,14.0,13.0,13.0,10.0,9.0,8.0,4.0,6.0,3.0,3.0,2.0,10.0,5.0,5.0,9.0,6.0,12.0,15.0,12.0,15.0,15.0,5.0,17.0,15.0,8.0,17.0,15.0,17.0,12.0,8.0,10.0,23.0,12.0,18.0,21.0,18.0,24.0,7.0,20.0,17.0,18.0,17.0,9.0,13.0,12.0
88ad361a5bfffff,5.0,16.0,13.0,17.0,9.0,9.0,16.0,13.0,13.0,8.0,13.0,13.0,9.0,7.0,7.0,14.0,2.0,3.0,4.0,6.0,2.0,2.0,4.0,9.0,0.0,15.0,4.0,19.0,4.0,5.0,10.0,13.0,9.0,5.0,10.0,7.0,4.0,9.0,8.0,12.0,5.0,21.0,7.0,4.0,13.0,10.0,12.0,16.0,10.0,10.0,8.0,10.0,3.0
88ad361a5dfffff,2.0,8.0,4.0,13.0,4.0,5.0,12.0,5.0,28.0,4.0,16.0,11.0,4.0,0.0,3.0,4.0,10.0,8.0,4.0,5.0,5.0,9.0,9.0,7.0,10.0,12.0,5.0,10.0,12.0,6.0,14.0,19.0,6.0,8.0,9.0,12.0,7.0,9.0,4.0,8.0,7.0,10.0,6.0,5.0,6.0,15.0,4.0,11.0,10.0,6.0,7.0,14.0,5.0
88ad361a61fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88ad361a63fffff,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
88ad361a67fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88ad361a69fffff,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88ad361a6bfffff,0.0,0.0,4.0,2.0,2.0,8.0,2.0,2.0,9.0,1.0,3.0,7.0,2.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,0.0,6.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,0.0,2.0,4.0,3.0,7.0,4.0,3.0,8.0,2.0,4.0,4.0,0.0,0.0
88ad361a81fffff,3.0,25.0,10.0,18.0,4.0,8.0,8.0,3.0,12.0,13.0,15.0,6.0,15.0,15.0,1.0,7.0,2.0,4.0,3.0,14.0,27.0,2.0,13.0,9.0,11.0,11.0,5.0,11.0,7.0,9.0,9.0,12.0,14.0,8.0,7.0,20.0,13.0,11.0,16.0,18.0,17.0,29.0,19.0,17.0,22.0,14.0,6.0,11.0,16.0,16.0,16.0,4.0,4.0
88ad361a83fffff,4.0,17.0,20.0,12.0,6.0,7.0,12.0,9.0,8.0,8.0,15.0,10.0,6.0,2.0,4.0,6.0,6.0,3.0,5.0,1.0,9.0,7.0,3.0,7.0,8.0,27.0,11.0,9.0,2.0,5.0,7.0,4.0,14.0,15.0,7.0,14.0,8.0,14.0,10.0,17.0,6.0,17.0,11.0,11.0,42.0,15.0,10.0,13.0,6.0,13.0,7.0,13.0,5.0
88ad361a85fffff,0.0,2.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,5.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
88ad361a87fffff,0.0,10.0,7.0,8.0,1.0,5.0,2.0,5.0,13.0,5.0,2.0,11.0,9.0,10.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,13.0,20.0,8.0,1.0,10.0,7.0,2.0,5.0,3.0,7.0,27.0,10.0,14.0,26.0,14.0,10.0,5.0,5.0,12.0,38.0,11.0,62.0,3.0,13.0,9.0,10.0,9.0,7.0,4.0,1.0
88ad361a89fffff,9.0,33.0,22.0,17.0,9.0,10.0,20.0,20.0,22.0,16.0,13.0,19.0,12.0,17.0,10.0,3.0,4.0,4.0,12.0,9.0,5.0,21.0,19.0,18.0,8.0,17.0,32.0,22.0,47.0,15.0,21.0,19.0,47.0,38.0,32.0,70.0,51.0,22.0,28.0,26.0,26.0,47.0,32.0,33.0,41.0,23.0,38.0,29.0,51.0,61.0,15.0,14.0,8.0
88ad361a8bfffff,12.0,35.0,32.0,10.0,17.0,17.0,12.0,11.0,7.0,8.0,10.0,9.0,5.0,12.0,17.0,1.0,1.0,3.0,5.0,8.0,21.0,7.0,13.0,6.0,1.0,9.0,10.0,8.0,28.0,12.0,26.0,8.0,11.0,9.0,24.0,27.0,15.0,16.0,18.0,17.0,16.0,21.0,15.0,14.0,22.0,15.0,11.0,17.0,16.0,23.0,14.0,10.0,1.0
88ad361a8dfffff,10.0,9.0,9.0,13.0,12.0,14.0,10.0,14.0,10.0,23.0,13.0,16.0,4.0,7.0,6.0,14.0,4.0,2.0,17.0,7.0,9.0,5.0,4.0,11.0,10.0,8.0,8.0,15.0,14.0,11.0,10.0,8.0,11.0,14.0,32.0,11.0,19.0,29.0,10.0,18.0,36.0,24.0,11.0,22.0,28.0,17.0,15.0,9.0,17.0,10.0,5.0,4.0,5.0
88ad361a91fffff,2.0,9.0,5.0,15.0,18.0,7.0,7.0,11.0,8.0,21.0,6.0,11.0,6.0,7.0,6.0,8.0,2.0,0.0,2.0,4.0,2.0,4.0,5.0,2.0,7.0,2.0,2.0,9.0,3.0,8.0,7.0,6.0,8.0,12.0,6.0,3.0,11.0,11.0,10.0,7.0,8.0,6.0,6.0,3.0,5.0,7.0,9.0,5.0,7.0,8.0,2.0,4.0,2.0
88ad361a93fffff,6.0,4.0,12.0,15.0,1.0,10.0,9.0,18.0,16.0,34.0,11.0,7.0,7.0,11.0,5.0,8.0,2.0,2.0,5.0,3.0,9.0,1.0,6.0,5.0,4.0,7.0,7.0,8.0,8.0,5.0,9.0,4.0,5.0,11.0,9.0,8.0,22.0,5.0,4.0,4.0,20.0,9.0,9.0,18.0,13.0,8.0,11.0,13.0,25.0,25.0,1.0,3.0,4.0
88ad361a95fffff,4.0,9.0,6.0,5.0,3.0,4.0,3.0,5.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,6.0,3.0,2.0,8.0,5.0,1.0,2.0,1.0,4.0,6.0,4.0,3.0,2.0,5.0,7.0,6.0,1.0,4.0,4.0,5.0,2.0,7.0,6.0,6.0,4.0,6.0,1.0,2.0,4.0,5.0,1.0
88ad361a97fffff,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
88ad361a99fffff,6.0,17.0,15.0,21.0,23.0,5.0,11.0,15.0,4.0,17.0,8.0,8.0,6.0,5.0,7.0,9.0,1.0,2.0,2.0,3.0,11.0,6.0,2.0,4.0,12.0,9.0,8.0,8.0,10.0,17.0,6.0,18.0,7.0,13.0,5.0,14.0,16.0,19.0,8.0,10.0,9.0,15.0,11.0,8.0,24.0,27.0,21.0,15.0,17.0,9.0,9.0,14.0,2.0
88ad361a9bfffff,3.0,19.0,5.0,14.0,23.0,10.0,23.0,8.0,7.0,13.0,4.0,15.0,9.0,4.0,1.0,3.0,7.0,4.0,3.0,9.0,6.0,3.0,4.0,13.0,9.0,10.0,15.0,16.0,14.0,10.0,11.0,12.0,10.0,9.0,7.0,14.0,14.0,28.0,22.0,9.0,5.0,15.0,16.0,16.0,7.0,9.0,5.0,12.0,10.0,9.0,4.0,3.0,6.0
88ad361a9dfffff,4.0,16.0,10.0,8.0,11.0,5.0,12.0,16.0,10.0,10.0,9.0,2.0,8.0,2.0,1.0,2.0,7.0,5.0,7.0,7.0,5.0,2.0,2.0,1.0,7.0,12.0,9.0,2.0,5.0,6.0,6.0,9.0,7.0,5.0,2.0,9.0,6.0,5.0,10.0,6.0,4.0,13.0,5.0,12.0,21.0,5.0,4.0,2.0,7.0,9.0,4.0,9.0,1.0
88ad361aa1fffff,1.0,3.0,7.0,9.0,2.0,5.0,5.0,3.0,4.0,7.0,3.0,1.0,1.0,0.0,2.0,1.0,4.0,0.0,5.0,2.0,4.0,3.0,5.0,1.0,1.0,1.0,6.0,6.0,5.0,6.0,6.0,6.0,3.0,8.0,1.0,2.0,10.0,7.0,3.0,8.0,6.0,2.0,1.0,3.0,10.0,2.0,5.0,4.0,5.0,7.0,5.0,4.0,2.0
88ad361aa3fffff,1.0,8.0,4.0,4.0,4.0,6.0,3.0,7.0,3.0,2.0,5.0,3.0,7.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,12.0,10.0,4.0,18.0,8.0,8.0,3.0,4.0,1.0,3.0,8.0,6.0,6.0,9.0,1.0,6.0,7.0,7.0,4.0,4.0,11.0,14.0,10.0,9.0,2.0,1.0,2.0,7.0,2.0
88ad361aa5fffff,1.0,4.0,11.0,7.0,8.0,16.0,5.0,13.0,3.0,3.0,6.0,4.0,12.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,7.0,7.0,3.0,3.0,6.0,6.0,16.0,14.0,6.0,5.0,5.0,3.0,9.0,4.0,17.0,14.0,8.0,10.0,8.0,10.0,14.0,16.0,6.0,9.0,6.0,2.0,2.0,7.0,12.0,4.0,12.0,5.0
88ad361aa7fffff,1.0,12.0,8.0,9.0,8.0,2.0,7.0,8.0,4.0,4.0,6.0,10.0,6.0,2.0,0.0,3.0,5.0,1.0,0.0,3.0,8.0,1.0,2.0,3.0,4.0,4.0,27.0,10.0,4.0,14.0,8.0,5.0,7.0,7.0,9.0,8.0,5.0,7.0,7.0,7.0,9.0,11.0,2.0,4.0,11.0,7.0,10.0,7.0,3.0,5.0,7.0,9.0,4.0
88ad361aa9fffff,5.0,5.0,10.0,11.0,10.0,14.0,16.0,9.0,6.0,15.0,6.0,5.0,12.0,1.0,6.0,2.0,3.0,3.0,6.0,2.0,11.0,5.0,6.0,2.0,1.0,2.0,7.0,11.0,6.0,4.0,6.0,9.0,4.0,10.0,4.0,9.0,7.0,12.0,6.0,10.0,5.0,9.0,8.0,8.0,7.0,16.0,8.0,6.0,5.0,2.0,0.0,2.0,1.0
88ad361aabfffff,2.0,2.0,8.0,5.0,0.0,6.0,4.0,4.0,5.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,6.0,2.0,1.0,0.0,0.0,8.0,12.0,9.0,0.0,1.0,5.0,5.0,3.0,3.0,8.0,10.0,4.0,0.0,7.0,6.0,8.0,8.0,5.0,3.0,2.0,1.0,4.0,1.0,6.0,1.0,1.0
88ad361aadfffff,1.0,10.0,5.0,17.0,18.0,12.0,7.0,13.0,11.0,14.0,8.0,5.0,7.0,1.0,9.0,3.0,2.0,2.0,5.0,4.0,3.0,6.0,3.0,10.0,3.0,7.0,11.0,8.0,11.0,5.0,25.0,7.0,18.0,7.0,23.0,9.0,13.0,28.0,6.0,20.0,7.0,11.0,10.0,12.0,7.0,7.0,5.0,10.0,13.0,4.0,19.0,7.0,3.0
88ad361ab1fffff,1.0,1.0,8.0,4.0,6.0,10.0,2.0,9.0,5.0,2.0,4.0,12.0,5.0,1.0,5.0,3.0,1.0,3.0,0.0,1.0,3.0,6.0,3.0,5.0,21.0,15.0,3.0,12.0,9.0,13.0,7.0,9.0,6.0,6.0,16.0,15.0,13.0,14.0,8.0,3.0,10.0,3.0,3.0,5.0,10.0,7.0,9.0,6.0,5.0,5.0,6.0,4.0,7.0
88ad361ab3fffff,1.0,3.0,4.0,5.0,5.0,6.0,3.0,10.0,3.0,2.0,5.0,1.0,3.0,1.0,4.0,2.0,2.0,0.0,2.0,3.0,3.0,6.0,5.0,3.0,5.0,5.0,1.0,2.0,8.0,2.0,7.0,4.0,4.0,1.0,7.0,6.0,2.0,3.0,4.0,4.0,6.0,12.0,3.0,0.0,7.0,4.0,16.0,5.0,1.0,4.0,5.0,2.0,3.0
88ad361ab5fffff,13.0,17.0,5.0,7.0,2.0,4.0,10.0,7.0,2.0,6.0,6.0,5.0,2.0,5.0,4.0,2.0,2.0,0.0,0.0,11.0,2.0,13.0,5.0,6.0,10.0,14.0,5.0,7.0,7.0,15.0,5.0,2.0,6.0,8.0,3.0,8.0,10.0,7.0,28.0,8.0,5.0,13.0,5.0,14.0,8.0,6.0,5.0,8.0,10.0,8.0,13.0,11.0,1.0
88ad361ab7fffff,2.0,3.0,4.0,2.0,1.0,5.0,5.0,7.0,6.0,2.0,4.0,5.0,6.0,2.0,5.0,0.0,2.0,2.0,0.0,2.0,3.0,5.0,1.0,5.0,7.0,15.0,4.0,4.0,2.0,1.0,6.0,8.0,3.0,1.0,5.0,1.0,2.0,4.0,4.0,4.0,6.0,3.0,7.0,7.0,11.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0
88ad361ab9fffff,1.0,15.0,14.0,12.0,9.0,7.0,6.0,3.0,2.0,11.0,10.0,8.0,1.0,5.0,2.0,5.0,3.0,2.0,1.0,6.0,7.0,5.0,3.0,5.0,18.0,8.0,6.0,4.0,7.0,6.0,4.0,6.0,9.0,6.0,6.0,17.0,14.0,32.0,6.0,17.0,5.0,7.0,24.0,17.0,13.0,10.0,19.0,7.0,6.0,7.0,10.0,5.0,1.0
88ad361abbfffff,4.0,11.0,7.0,3.0,0.0,4.0,1.0,2.0,3.0,4.0,0.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,4.0,4.0,4.0,7.0,2.0,6.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,4.0,2.0,6.0,1.0,9.0,5.0,3.0,1.0,5.0,3.0,7.0,4.0,7.0,2.0,5.0,4.0,2.0,4.0
88ad361abdfffff,2.0,5.0,7.0,4.0,6.0,21.0,2.0,1.0,8.0,7.0,5.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,4.0,2.0,2.0,9.0,2.0,21.0,6.0,10.0,5.0,13.0,10.0,5.0,8.0,5.0,12.0,9.0,6.0,23.0,9.0,11.0,7.0,4.0,6.0,22.0,15.0,34.0,7.0,11.0,4.0,2.0,8.0,8.0,12.0,1.0
88ad361ac1fffff,2.0,18.0,10.0,6.0,12.0,8.0,8.0,6.0,11.0,19.0,14.0,11.0,6.0,5.0,2.0,1.0,3.0,2.0,6.0,4.0,5.0,1.0,6.0,10.0,8.0,7.0,8.0,9.0,12.0,17.0,22.0,5.0,7.0,10.0,7.0,5.0,17.0,8.0,8.0,9.0,11.0,22.0,11.0,18.0,16.0,10.0,14.0,14.0,18.0,4.0,10.0,7.0,3.0
88ad361ac3fffff,1.0,3.0,6.0,1.0,4.0,3.0,1.0,9.0,5.0,8.0,4.0,8.0,4.0,1.0,1.0,2.0,5.0,0.0,7.0,2.0,3.0,6.0,8.0,8.0,5.0,2.0,8.0,9.0,10.0,10.0,6.0,6.0,10.0,6.0,12.0,14.0,11.0,6.0,9.0,10.0,3.0,9.0,7.0,4.0,5.0,12.0,13.0,13.0,4.0,6.0,2.0,3.0,4.0
88ad361ac5fffff,8.0,6.0,7.0,11.0,3.0,3.0,4.0,6.0,3.0,18.0,11.0,5.0,4.0,7.0,4.0,6.0,5.0,1.0,7.0,4.0,1.0,7.0,12.0,5.0,9.0,1.0,6.0,12.0,16.0,10.0,15.0,14.0,16.0,11.0,16.0,12.0,14.0,8.0,11.0,12.0,7.0,9.0,11.0,12.0,10.0,14.0,26.0,13.0,11.0,1.0,6.0,3.0,3.0
